line_text,speaker
"Now, what I'm thinking is that maybe we should go over to her house",Leslie Knope
You two are just the cutest things on four legs!,Ethel Beavers
But why so much black?,Extra
It's like you're going to a funeral.,Extra
"She's got a point, babe.",Andy Dwyer
"So, marry her then.",April Ludgate
I wish!,Extra
"Hey, sorry to interrupt the love fest, but can you hand me that folder there, please, Ethel?",Tom Haverford
"Oh, great.",Tom Haverford
"Why you gotta be like that, Ethel?",Tom Haverford
Looks like someone got up on the wrong side of the crib.,Ethel Beavers
"Stop laughing, Muriel.",Tom Haverford
Stop it!,Tom Haverford
"I gotta say, I'm a genius.",Leslie Knope
The only thing my mom loves more than music boxes is McSteamy from Grey's Anatomy.,Leslie Knope
"So, I made her a McSteamystyle music box, and I thought maybe you could give it to her.",Leslie Knope
She would love you for it.,Leslie Knope
I think maybe that's not such a good idea.,Ben Wyatt
Why?,Leslie Knope
"I mean, it's not the best picture of him, but--",Leslie Knope
"Your mom kind of, um, made a pass at me.",Ben Wyatt
"So, Webster's dictionary describes a pork as a --No, it's park. Park.",Jerry Gergich
I'm sorry.,Jerry Gergich
"Geez, okay.",Jerry Gergich
"So-- You know what, can we start over?",Jerry Gergich
Let's-- Let's go from the first thing.,Jerry Gergich
"I said, pork, which By the way, they have a great pork sandwich in the cafeteria today.",Jerry Gergich
Ron Swanson.,Chris Traeger
Chris.,Ron Swanson
You have come up with a plan so spectacularly horrible that it might ruin the entire department.,Ron Swanson
"Now, wait a minute.",Chris Traeger
I mean that as a compliment.,Ron Swanson
"So, it pains me to say this.",Ron Swanson
My department has to go back to the way it was.,Ron Swanson
Give them time.,Chris Traeger
They'll adjust.,Chris Traeger
"No, they won't.",Ron Swanson
They're miserable.,Ron Swanson
"Tom only performs when there's someone to impress, so marooning him on Freak Island isn't helping anyone.",Ron Swanson
And you made April assistant to everyone? You know who April hates? Everyone.,Ron Swanson
And Jerry can only function if no one's looking.,Ron Swanson
"You shine a light on him, and he shrinks up faster than an Eskimo's scrotum.",Ron Swanson
"Well, that's very perceptive, Ron.",Chris Traeger
"And, very graphic.",Chris Traeger
"I understand your point, but there's no way that I can just roll over on this.",Chris Traeger
Okay.,Ron Swanson
"You won't ever hear me say this again, so savor this moment.",Ron Swanson
I may have a compromise.,Ron Swanson
"Look, she was just flirting a little.",Ben Wyatt
I'm sure she's not really interested in me.,Ben Wyatt
"Oh, my God.",Leslie Knope
I can't even have this conversation.,Leslie Knope
The whole thing is screwed up now.,Leslie Knope
"There's so many ways to destroy a bubble, but my mom flirting with you is number one on the list.",Leslie Knope
"And I'm sorry, I have to say this, were you asking for it in any way?",Leslie Knope
No!,Ben Wyatt
How were you dressed?,Leslie Knope
"Oh, my God.",Ben Wyatt
I was wearing this.,Ben Wyatt
Here's what we do.,Leslie Knope
"You issue a government-wide memo about sexual harassment, and then you go to Mexico.",Leslie Knope
Just for a couple of weeks.,Leslie Knope
Where are you going? Ben! Ben! Wait.,Leslie Knope
"Just-- Hey-- Hi, Mom.",Leslie Knope
Hi again.,Marlene Griggs-Knope
Leslie and I are dating.,Ben Wyatt
We haven't told anyone because there's a rule against office relationships.,Ben Wyatt
But it's happening.,Ben Wyatt
"I'm sorry we didn't tell you before you touched my knee, and I trust you won't tell anyone now since it could get your daughter fired.",Ben Wyatt
That is hilarious.,Marlene Griggs-Knope
"That's what we thought, too.",Leslie Knope
Well Four buses.,Marlene Griggs-Knope
Two.,Ben Wyatt
Deal.,Marlene Griggs-Knope
I like this one.,Marlene Griggs-Knope
"Me, too.",Leslie Knope
You keep your hands off him.,Leslie Knope
Margaret's pecan squares.,Andy Dwyer
They are like crack.,Andy Dwyer
I brought you one.,Andy Dwyer
How are you so happy working here?,Tom Haverford
"I don't know, man.",Andy Dwyer
It's not that bad.,Andy Dwyer
"A year ago, I lived in a pit.",Andy Dwyer
"Now I got a job, and a kickass wife.",Andy Dwyer
"And my band is so good, and are you gonna eat that pecan square? When life gives you lemons, make lemonade.",Andy Dwyer
I read that once on a can of lemonade.,Andy Dwyer
But I like to think that it applies to life.,Andy Dwyer
I don't want lemonade.,Tom Haverford
It's too sweet and it makes my tongue feel gritty.,Tom Haverford
So maybe it's time for a change.,Tom Haverford
"Starting now, when life gives me lemons, I'm gonna slice them up into wedges and throw them into vodka tonics, which I will then sip in a burlesque nightclub that I co-own with actor Taye Diggs and two of the Pussycat Dolls.",Tom Haverford
Here you go.,Donna Meagle
Thank you.,Jerry Gergich
Kind of figured you'd be back in your office by now.,Leslie Knope
"Well, you know how new city managers are.",Ron Swanson
Seems like everyone else is back to normal.,Leslie Knope
How long do you have to do this?,Leslie Knope
A week.,Ron Swanson
Citizen request.,Leslie Knope
"Swivel, swivel, swivel.",Leslie Knope
Hello.,Leslie Knope
"I can help you in here, sir.",Leslie Knope
"Oh, man, you're really screwing this up.",Andy Dwyer
I'm gone for one day and this entire shoe shine stand falls apart.,Andy Dwyer
Everything I built.,Andy Dwyer
Jump up here.,Andy Dwyer
I'll show you how it's done.,Andy Dwyer
"See, your problem is you're thinking too much.",Andy Dwyer
Wow.,Extra
You're really good at this.,Extra
Yes.,Andy Dwyer
I am.,Andy Dwyer
"When I come back here in a few weeks, I don't want all my regular customers to not be here waiting for me because somebody screwed it up.",Andy Dwyer
Huh? Thanks.,Andy Dwyer
No problem.,Andy Dwyer
"See you later, kid.",Andy Dwyer
Wow.,Extra
What a moron.,Andy Dwyer
This is it for certain okay,Jean-Ralphio Saperstein
"I create a game show, two people on stage right",Jean-Ralphio Saperstein
"They flip a coin, one of them has to perform open heart surgery, the other one has to receive open heart surgery.",Jean-Ralphio Saperstein
"We call it, open heart surgery.",Jean-Ralphio Saperstein
"How about this, you buy a Gulfstream jet, take the wheels off.",Tom Haverford
Get them off of there.,Jean-Ralphio Saperstein
"Turn the jet into an apartment building, people could live inside their own private jet.",Tom Haverford
We're currently coming up with business ideas for Jean-Ralphio,Tom Haverford
"because as of today, his bank account is blowing up.",Tom Haverford
"I made my money the old fashioned way, I got run over by a Lexus.",Jean-Ralphio Saperstein
"I still can't believe you made all that money in the lawsuit, you barely got hurt at all.",Tom Haverford
"do you want to get run over, because I know a guy, super gentle, minor scrapes and bruises, major dollars and cents.",Jean-Ralphio Saperstein
I got it.,Tom Haverford
What are you amazing at?,Tom Haverford
"I know it, we both know it, let's both say it at the same it.",Jean-Ralphio Saperstein
Creating a spectacle.,Tom Haverford
Creating a spectacle.,Jean-Ralphio Saperstein
"No, I got it.",Tom Haverford
you create Pawnee's first and only high end all media entertainment conglomerate.,Tom Haverford
"Absolutely, that's absolutely what I have to do.",Jean-Ralphio Saperstein
What does it mean?,Jean-Ralphio Saperstein
"It means, audio, video, movies, 3D movies, nightclubs, iPhone apps, if its entertainment you're involved.",Tom Haverford
Yes of course I am.,Jean-Ralphio Saperstein
And you call it entertainment 720.,Tom Haverford
"No, why why.",Jean-Ralphio Saperstein
You gotta stop screaming.,Tom Haverford
I will I just get excited.,Jean-Ralphio Saperstein
Why do we call it entertainment 720?,Jean-Ralphio Saperstein
because you're willing to go around the world twice for your clients.,Tom Haverford
"That is unbelievable, but listen to me, listen to me.",Jean-Ralphio Saperstein
"I'm gonna need you on my team to pull this off, all right?",Jean-Ralphio Saperstein
I can't do this without you.,Jean-Ralphio Saperstein
"I don't know man, I'd have to quit my job.",Tom Haverford
"Okay, I'll do it without you.",Jean-Ralphio Saperstein
"I have some very important news about our favorite minihorse, Li'I Sebastian.",Leslie Knope
Yay!,Jerry Gergich
Li'I Sebastian!,Jerry Gergich
He died last night.,Leslie Knope
No.,Tom Haverford
"But we can take comfort in the fact that he is in heaven now, doing the two things he loves doing the most.",Leslie Knope
Eating carrots and urinating freely.,Leslie Knope
"When I walked in this morning and saw the flag was at halfmast, I thought, ""All right.""",Ron Swanson
Another bureaucrat ate it.,Ron Swanson
But then I found out it was Li'I Sebastian.,Ron Swanson
Halfmast is too high.,Ron Swanson
Show some damned respect.,Ron Swanson
"Because of all he's done for the town, we are gonna be holding a small memorial service for him.",Leslie Knope
"But for now, I think we should bow our heads in a moment of silence.",Leslie Knope
"I got it, thank you.",Leslie Knope
"It's times like this, when someone or some horse passes, that you really take stock of your life.",Leslie Knope
You look around you and you start to realize what it is that you truly care about.,Leslie Knope
"For Li'l Sebastian, I imagine it was good fresh oats, a trough of water, and a willing sexual partner.",Leslie Knope
Or non-willing.,Leslie Knope
"He was a horse, so I think they had to do it either way.",Leslie Knope
Hey.,Ben Wyatt
"Hey Ann, how's it going.",Ben Wyatt
You don't have to pretend I know you're supposed to meet Leslie here.,Ann Perkins
I'm also curious about how it's going.,Ben Wyatt
"Leslie's busy, she's working on the Li'l Sebastian memorial service.",Ann Perkins
"But you know what, she gave me this note to give to you.",Ann Perkins
"And she also wanted me to kiss you deeply, which I'm gonna have to pass on.",Ann Perkins
Okay.,Ben Wyatt
I really like my part-time job here.,Ann Perkins
"My office mate moved down the hall, so I have this whole room just for me.",Ann Perkins
"And Ben and Leslie, who secretly meet here.",Ann Perkins
40 times a day.,Ann Perkins
She drew a kiss monster on the note.,Ben Wyatt
Yeah.,Ann Perkins
"Look, you guys are totally welcome to use my office.",Ann Perkins
Just don't do anything on my desk,Ann Perkins
"Oh, we don't, you know, we just like to work in the same place.",Ben Wyatt
and then we talk and hold hands.,Ben Wyatt
"Yuck, that's somehow worse.",Ann Perkins
"Yeah, it sounded bad when I said it.",Ben Wyatt
"From now on, we stop mourning Li'l Sebastian's death and we start celebrating his life.",Leslie Knope
That's what he would've wanted.,Leslie Knope
"Amen, we need to send that glorious beast into the great beyond with a display that rivals the Super Bowl Halftime Show.",Ron Swanson
Also the budget is 600 dollars.,Ron Swanson
So maintenance is gonna set up the stage.,Leslie Knope
Ron will be laying the ceremonial wreath.,Leslie Knope
"Leslie, there's a 13th century Italian poem by Dante Alighieri that would be very appropriate.",Jerry Gergich
"Oh, Jerry, that sounds wonderful.",Leslie Knope
"Okay, Andy, I need you to write a memorial song.",Leslie Knope
"Something like Candle in the Wind, but 5,000 times better.",Leslie Knope
Easy.,Andy Dwyer
"Hey, if you want a song from Andy Dwyer, lead singer of Mouse Rat, you should know he doesn't get out of bed for less than $1,000.",April Ludgate
"He sleeps on a futon, so",Leslie Knope
We can give him 50 bucks.,Leslie Knope
Sold.,April Ludgate
"Okay, here is a memo with some facts about Li'I Sebastian.",Leslie Knope
I think you'll find yours particularly interesting.,Leslie Knope
It's just a list of facts.,Ben Wyatt
What?,Leslie Knope
"Okay, mine says, ""You have a cute butt.""",Jerry Gergich
That's weird.,Leslie Knope
Must be a typo.,Leslie Knope
"Yeah, Jerry, it's probably a typo, because it probably should've said, ""You have a cube butt.""",April Ludgate
Cause your butt's shaped like a cube.,Tom Haverford
Yeah.,Jerry Gergich
"The question is, why is my memo different than everyone else's?",Jerry Gergich
"Cube butt, cube butt.",Leslie Knope
"Cube butt, cube butt.",Ben Wyatt
"Cube butt, cube butt.",Tom Haverford
"Cube butt, cube butt.",April Ludgate
"Cube butt, cube butt.",Andy Dwyer
"Well, the good news is this is just tendonitis.",Dr. Harris
How is that good news?,Chris Traeger
The other option was shoulder cancer.,Dr. Harris
Really?,Chris Traeger
No.,Dr. Harris
"Look, you exercise a lot.",Dr. Harris
You're in great shape.,Dr. Harris
Little things like this happen with men of your age.,Dr. Harris
Men of my age?,Chris Traeger
How old do you think I am?,Chris Traeger
Fortytwo.,Dr. Harris
"I am 44, and I plan to live to be 150.",Chris Traeger
Okay.,Dr. Harris
So.,Chris Traeger
What's the cure?,Chris Traeger
Get a time machine.,Dr. Harris
Go back to being 20.,Dr. Harris
"Dr. Harris, you are literally the meanest person I have ever met.",Chris Traeger
"Okay, all the permits cleared for the horse funeral.",Ben Wyatt
What was that tone?,Ron Swanson
What?,Ben Wyatt
"Oh, nothing.",Ben Wyatt
I'm very sad about this.,Ben Wyatt
Question!,Tom Haverford
Who's a genius?,Tom Haverford
"Answer, Tom Haverford.",Tom Haverford
"Reason, Jean-Ralphio just started an exclusive, high end production company, and he's willing to put on Li'I Sebastian's memorial service pro bono, just for the pub.",Tom Haverford
Pub is an abbreviation for publicity.,Tom Haverford
Jean-Ralphio is a clown.,Ron Swanson
"This is the memorial for Li'I Sebastian, not double coupon night at a strip club.",Ron Swanson
"First off, double coupon night is an incredible value.",Tom Haverford
"Secondly, this guy just started a business.",Tom Haverford
He's my friend.,Tom Haverford
It would really help him out.,Tom Haverford
"Plus, I'm gonna oversee everything and make sure it goes great.",Tom Haverford
"Okay, Tom, we trust you.",Leslie Knope
